Src_NodeID,Dest_NodeID,Weight,B1,B2,B3,B4
480,188,19.52,0,1,1,0
530,122,65.03,0,1,0,1
244,843,45.15,1,0,1,0
682,456,42.05,1,1,1,0
456,158,57.75,1,1,0,0
560,31,58.32,1,1,1,1
41,239,62.9,1,0,0,0
777,982,35.9,1,1,1,1
200,308,6.77,1,0,0,1
818,235,8.23,1,0,0,1
520,758,22.07,1,0,0,0
162,4,58.69,0,0,0,1
142,405,84.61,1,1,1,0
508,641,91.48,1,1,0,1
804,455,59.92,1,0,1,0
75,965,86.36,1,0,1,0
487,204,40.18,1,1,1,0
80,145,89.14,1,0,1,1
887,455,28.73,1,0,1,0
786,231,99.2,0,1,0,0
746,149,86.99,0,0,0,0
996,935,49.47,1,1,0,1
275,217,14.91,0,0,1,1
530,287,55.47,1,1,1,0
71,784,40.21,0,1,1,1
354,813,57.78,1,0,0,0
873,939,59.41,1,0,1,0
567,407,29.13,0,1,0,1
586,313,43.61,0,1,0,0
126,769,56.42,1,1,0,0
958,35,5.36,1,0,0,1
821,78,67.89,0,1,1,0
267,818,82.71,1,1,0,1
660,397,70.02,1,1,1,1
271,127,20.8,0,0,0,1
303,577,47.26,0,0,0,1
936,816,39.68,1,1,1,1
699,70,67.68,0,1,0,1
246,849,54.63,1,1,0,1
384,824,59.18,0,0,1,1
531,125,18.42,0,0,1,1
309,14,86.48,0,0,0,1
648,280,40.52,1,0,0,0
625,317,76.85,1,0,0,1
300,142,69.96,0,1,0,1
812,634,49.14,0,0,0,1
467,138,33.32,0,0,1,1
90,168,82.95,1,0,1,1
475,992,20.67,0,1,1,1
270,90,89.75,0,1,0,0
691,206,48.72,0,1,1,0
295,832,86.21,1,1,1,0
170,0,2.37,1,1,1,0
533,279,20.22,0,1,1,1
180,372,92.89,0,0,1,0
0,290,79.13,1,1,1,1
938,273,40.23,1,1,1,1
749,546,88.23,1,1,0,1
205,169,58.77,1,1,1,1
153,545,36.39,0,0,0,1
177,282,66.19,0,0,0,0
14,205,90.17,0,0,0,1
592,483,67.68,1,1,0,1
610,844,25.49,0,0,0,0
37,27,26.11,0,1,1,1
692,650,56.33,1,0,0,0
633,888,4.39,0,0,1,0
615,251,67.36,1,0,1,0
806,711,92.64,1,1,0,0
423,207,34.4,0,1,0,1
742,46,28.07,0,0,1,0
483,850,53.81,1,1,0,1
118,501,64.69,1,1,0,0
268,725,21.02,1,0,1,1
610,978,18.67,1,0,1,1
265,709,79.91,0,0,1,1
947,1,3.82,1,1,0,0
608,995,4.14,0,0,1,0
479,656,85.1,0,1,0,0
918,724,41.53,0,1,0,0
531,922,94.43,0,1,1,0
794,24,70.76,0,1,1,1
345,277,12.4,1,1,0,0
631,110,59.21,1,0,1,0
841,580,81.4,1,0,1,0
140,110,46.16,1,0,1,0
90,995,24.29,0,0,1,0
230,554,32.14,1,1,0,1
170,465,72.49,0,0,0,1
403,444,1.55,1,1,0,1
936,569,65.63,0,1,1,1
571,220,54.18,0,1,1,1
215,528,43.47,0,1,0,1
64,235,89.17,0,0,0,1
564,254,92.87,0,1,1,1
483,650,88.53,1,0,1,0
99,643,89.96,1,0,1,1
997,39,85.44,1,0,0,0
81,165,60.04,1,0,1,0
559,551,41.43,0,0,0,1
967,949,9.32,1,1,0,1
349,500,95.66,0,0,1,1
979,156,15.47,1,1,0,0
144,265,79.53,0,0,1,1
104,679,2.17,1,0,1,1
454,898,74.21,1,1,1,0
698,105,12.84,0,1,1,0
355,461,39.13,1,1,0,0
558,864,96.65,0,0,1,0
727,808,58.3,1,0,1,0
359,820,86.24,1,1,1,1
267,282,98.59,1,1,0,0
782,239,15.25,1,0,1,0
561,892,32.92,0,0,0,0
876,412,3.08,1,0,1,0
927,954,14.65,0,1,0,1
518,707,59.76,0,1,0,0
266,115,44.81,0,0,0,1
772,451,20.34,0,0,0,1
87,289,24.08,0,0,1,1
609,58,93.63,0,0,1,1
220,785,35.46,0,1,0,0
274,570,81.65,0,0,1,1
742,757,41.92,1,0,0,0
472,275,8.65,0,1,1,0
169,384,49.7,0,0,0,0
694,15,26.48,1,0,1,1
818,337,36.11,1,1,1,0
612,879,10.72,1,1,1,1
516,796,88.59,1,1,0,1
269,363,30.39,1,0,0,0
838,895,45.67,0,1,0,0
750,356,28.7,1,1,1,1
628,260,8.53,1,1,1,1
625,529,77.25,0,1,0,1
287,527,46.53,1,1,0,0
622,42,47.55,1,0,1,0
176,511,88.69,1,0,0,0
587,845,36.61,0,1,0,0
52,694,83.06,1,0,0,0
316,920,94.53,1,1,0,0
932,922,53.78,1,1,0,1
10,899,77.64,1,1,1,1
348,960,65.3,0,1,0,1
700,623,7.76,1,0,1,0
789,218,51.33,1,1,0,1
10,80,44.03,0,0,0,0
492,217,92.04,0,1,1,1
605,474,67.82,1,1,0,1
308,927,39.38,0,1,0,0
635,799,89.47,1,1,1,0
263,694,67.54,1,1,0,0
49,24,76.4,0,1,1,0
40,454,75.01,1,1,1,0
591,735,2.33,0,1,1,0
329,316,17.36,1,1,1,0
450,206,28.49,0,1,0,0
595,974,81.13,0,1,1,0
109,276,55.76,1,1,0,0
498,25,44.67,0,1,1,0
610,438,94.08,1,0,1,0
502,894,80.72,1,0,0,0
456,427,18.43,0,0,0,1
912,889,90.16,1,0,1,1
677,370,79.75,1,0,0,1
515,316,43.39,1,1,1,0
352,803,77.5,0,1,1,0
692,439,81.21,1,0,1,1
741,439,97.12,0,0,0,0
774,522,76.0,1,0,0,0
283,840,84.33,0,0,0,0
596,120,18.92,1,0,1,1
471,871,33.58,1,0,0,0
981,99,14.89,1,1,0,0
388,241,55.77,0,0,0,1
257,849,9.82,0,1,1,1
847,497,63.51,1,0,0,1
239,757,41.9,1,1,0,1
328,976,78.45,1,1,1,0
437,733,22.33,0,1,1,0
58,805,93.74,1,1,1,1
420,897,82.15,0,0,1,1
764,195,14.79,1,1,1,0
837,917,40.65,0,0,0,0
514,296,28.64,0,1,1,0
713,23,10.18,0,1,1,0
986,256,41.93,1,1,1,0
9,187,18.49,1,1,1,1
914,294,83.33,1,0,0,1
959,636,70.84,0,1,0,1
60,496,89.68,0,1,0,1
355,866,26.41,1,0,0,1
345,269,73.13,0,1,0,0
548,793,77.26,0,1,1,0
260,814,42.64,1,1,0,1
708,433,62.77,1,0,1,0
90,679,94.82,1,1,0,1
45,685,58.2,1,1,0,0
566,552,17.72,0,1,0,0
460,313,47.05,1,0,1,1
340,250,22.31,0,0,1,0
632,377,30.68,0,1,1,0
293,602,70.67,0,1,0,1
695,666,41.68,0,1,0,1
626,724,24.45,0,0,0,1
821,556,57.62,0,1,0,1
731,484,26.69,0,1,0,0
722,995,30.17,0,0,1,0
538,291,29.58,0,1,0,0
884,316,79.89,0,1,0,1
946,564,95.57,1,1,0,0
3,625,26.29,0,1,1,0
591,915,29.43,0,0,1,0
851,766,77.62,1,0,0,0
455,965,78.2,0,0,1,1
88,270,87.4,0,0,0,1
802,903,64.75,1,0,0,0
487,989,64.54,0,1,0,1
479,827,30.25,0,0,0,0
582,845,92.77,1,1,0,0
983,406,82.59,1,1,0,0
257,738,45.61,1,1,1,1
258,509,75.21,1,1,1,0
207,366,59.87,0,1,1,0
67,321,26.21,1,0,1,1
209,936,16.52,1,0,1,0
384,472,68.46,0,1,1,0
444,51,68.38,1,0,1,1
732,336,14.53,1,0,1,1
691,708,65.53,0,0,1,0
222,658,78.31,0,0,1,0
114,370,43.12,0,1,1,1
774,884,44.94,0,0,0,0
853,167,14.41,0,1,0,1
57,714,76.92,1,0,0,1
549,49,34.58,0,0,1,1
560,271,90.68,0,0,1,0
603,681,89.04,0,0,0,1
56,940,96.61,0,0,0,1
92,557,51.55,1,0,1,1
950,374,8.21,1,1,1,0
494,820,73.6,0,1,1,1
367,33,4.75,1,0,0,0
843,168,35.29,0,0,0,0
778,247,1.65,1,0,0,1
865,616,89.46,0,1,0,0
742,801,4.86,1,0,0,1
78,302,1.13,1,0,1,0
663,379,74.77,0,0,0,1
488,893,52.54,1,0,1,0
983,32,86.53,1,0,1,1
627,445,48.07,1,1,0,1
612,701,90.32,1,0,1,1
585,913,13.03,1,0,0,1
969,275,89.3,0,1,1,0
22,192,80.53,1,0,0,1
464,357,40.84,1,1,1,0
510,468,85.72,0,0,1,1
891,248,9.79,0,1,1,0
34,464,83.31,0,0,1,1
192,366,62.26,0,0,0,1
128,927,73.99,0,0,1,1
204,868,93.64,1,1,0,0
473,73,16.33,1,0,0,0
102,567,28.5,0,1,1,0
826,753,65.98,1,1,0,1
998,341,93.78,1,1,0,1
588,562,88.84,1,0,0,1
895,219,61.86,1,1,1,0
671,210,43.62,1,1,1,1
34,50,74.2,1,1,0,0
279,993,42.25,1,0,0,1
779,761,98.11,1,0,1,1
854,24,96.72,0,0,1,0
740,47,57.63,0,1,0,1
565,276,81.75,0,0,0,0
645,998,60.38,1,0,0,0
237,920,85.47,0,0,1,1
854,979,7.5,1,0,1,1
373,578,9.6,0,0,1,1
802,787,96.1,0,0,1,1
743,870,33.83,0,1,0,0
962,736,83.03,1,0,0,0
287,637,66.99,1,0,1,0
961,630,34.28,1,1,0,0
869,171,12.67,0,0,0,0
398,793,29.07,0,1,1,0
861,747,60.96,0,0,0,0
246,187,48.73,0,1,0,0
13,161,80.53,1,1,0,1
143,222,58.78,0,1,0,1
782,172,62.68,1,0,0,1
697,103,91.78,0,1,1,0
407,17,74.0,1,0,0,1
798,736,44.6,0,1,1,1
302,438,76.94,0,1,0,0
640,747,42.52,0,0,1,0
45,844,87.83,0,1,1,1
206,372,19.23,0,0,1,0
460,198,56.63,0,0,0,0
542,798,51.1,0,1,0,0
638,315,91.75,0,1,1,0
865,826,5.1,0,0,1,1
66,64,2.35,1,0,0,0
815,662,79.78,1,0,0,0
614,916,61.42,1,1,0,0
687,807,11.09,0,1,0,1
188,320,55.71,1,0,0,1
451,287,88.69,0,0,0,0
82,844,65.54,1,1,1,0
511,13,46.03,0,1,0,1
896,180,39.79,1,1,0,0
356,732,72.64,0,0,1,1
774,591,52.69,1,1,0,0
519,677,57.68,0,1,1,0
849,299,87.08,1,0,0,0
483,339,73.3,0,0,0,1
94,424,93.67,1,1,1,0
928,499,49.7,0,0,1,1
608,131,70.15,1,1,1,0
178,270,70.59,1,1,0,0
285,554,4.95,1,1,0,0
559,921,34.39,0,0,1,1
399,793,31.97,0,0,1,1
327,115,58.25,0,0,0,0
861,204,75.42,1,0,1,0
269,923,18.99,1,0,1,0
362,731,71.69,1,1,1,1
517,620,36.55,0,1,1,1
854,930,8.31,1,1,0,0
942,454,79.67,0,1,1,0
538,673,94.44,0,1,0,1
248,442,85.84,1,0,1,1
527,128,33.95,1,0,0,1
472,374,24.87,1,1,0,1
838,95,41.46,0,1,0,0
232,185,20.79,0,1,1,0
308,598,30.26,0,0,1,0
607,62,39.28,1,1,1,0
995,926,35.34,0,1,1,0
214,29,26.73,1,0,0,1
955,265,74.52,0,0,0,1
1,587,18.93,0,0,0,1
798,930,8.1,1,0,1,0
530,10,46.66,0,1,0,1
789,641,23.0,0,1,0,1
632,754,55.68,0,1,0,1
494,560,58.58,1,0,0,1
512,888,77.15,1,0,0,0
706,816,7.56,1,0,1,0
616,376,39.14,1,1,1,0
187,584,34.67,0,0,0,1
738,513,72.12,1,0,1,1
745,196,55.7,0,1,1,0
136,12,19.95,0,0,0,0
699,566,44.75,1,0,1,1
577,208,97.67,1,1,0,1
1,968,49.28,1,0,1,1
361,127,43.55,1,0,1,1
795,134,93.34,1,0,1,0
334,479,50.96,1,1,1,0
929,973,16.27,1,0,1,1
935,541,30.05,0,0,1,0
290,468,78.69,0,1,1,0
433,332,79.34,0,1,0,1
845,216,93.27,0,1,0,0
246,289,17.63,0,1,1,0
508,735,33.74,0,1,0,1
616,667,63.22,1,1,1,1
976,755,75.12,0,1,0,1
675,313,12.85,0,1,1,1
737,177,43.64,1,1,0,1
919,82,48.47,1,0,1,0
221,731,61.65,1,1,0,0
513,630,70.86,0,0,1,0
748,859,42.27,0,0,0,0
902,766,88.42,1,1,1,0
465,458,8.14,1,0,1,0
187,188,93.53,1,1,0,0
639,904,49.74,0,0,1,0
598,958,45.93,1,1,0,1
371,137,6.34,1,1,1,1
45,433,24.29,1,0,1,1
529,651,45.65,0,0,1,0
957,94,23.75,1,1,0,0
27,177,9.17,1,1,0,0
914,698,47.86,0,0,1,0
164,52,10.7,0,0,1,1
29,442,49.07,1,0,0,1
462,478,91.01,0,0,0,1
627,944,23.01,0,1,0,0
422,575,43.84,1,1,1,1
911,357,53.18,0,1,0,0
78,154,4.55,1,1,1,0
435,227,56.77,1,0,0,1
425,438,65.66,1,1,0,1
607,340,46.0,0,0,0,0
860,355,68.58,1,1,0,0
238,577,17.25,1,0,0,1
460,902,21.59,0,0,0,0
253,645,96.51,0,1,0,1
595,510,28.4,0,1,1,0
773,176,21.52,1,1,0,1
798,248,15.94,0,1,0,0
119,979,86.26,0,0,0,0
406,485,78.19,1,0,0,0
448,148,70.77,1,1,0,0
243,925,10.56,0,1,0,1
849,562,96.21,0,1,1,1
788,756,39.78,1,1,1,1
72,395,32.25,1,0,0,0
198,41,37.57,1,1,1,0
909,867,45.32,1,0,1,1
652,974,95.84,1,0,0,1
663,515,49.85,1,0,1,1
189,421,88.77,0,1,1,0
861,376,48.91,1,1,1,1
499,558,82.9,0,1,1,1
549,223,56.5,0,0,0,0
593,922,4.78,0,1,1,1
215,318,25.45,1,1,0,1
455,952,26.05,0,0,1,0
199,215,83.91,0,1,0,0
300,67,1.07,0,0,1,1
134,967,37.59,1,1,0,0
439,784,54.39,0,0,1,0
951,859,14.49,0,0,0,1
831,75,62.0,1,1,1,1
781,568,89.32,1,0,0,1
456,341,80.45,1,0,0,1
167,111,34.4,0,1,0,0
446,862,33.69,1,0,0,0
492,866,21.08,1,1,1,0
971,28,28.41,0,0,0,0
85,717,56.41,1,0,1,0
689,771,22.26,1,1,1,1
641,743,6.78,0,0,0,0
137,469,7.04,0,0,0,1
183,896,26.97,1,1,1,1
446,751,52.58,1,0,1,1
642,697,46.19,1,1,0,1
973,300,91.3,0,1,0,0
307,973,93.28,0,0,0,0
411,524,7.69,0,0,0,1
445,615,80.33,0,1,0,1
870,809,19.51,0,0,0,0
526,388,24.38,0,0,1,1
6,225,29.43,0,0,1,0
497,137,96.87,0,0,1,1
504,82,3.42,0,0,0,0
304,901,58.89,1,1,0,1
848,543,29.03,1,0,1,0
189,549,96.03,0,1,1,0
343,701,45.72,1,0,1,0
474,55,19.04,1,1,0,0
771,844,35.09,1,0,1,0
145,107,9.74,1,0,1,0
562,676,73.22,0,1,0,1
663,277,64.92,0,0,0,0
384,791,94.15,1,0,0,1
616,900,18.97,1,0,1,0
984,723,31.95,1,1,1,0
133,818,32.6,1,0,0,1
551,780,59.35,1,1,1,0
45,333,40.65,0,0,0,0
509,948,83.47,1,1,0,1
279,428,84.7,0,0,0,0
414,51,29.36,1,0,1,0
574,339,21.23,0,0,0,1
717,277,78.45,0,0,1,0
985,599,8.21,1,1,0,1
348,496,22.42,0,1,0,1
797,703,41.86,0,1,0,0
582,640,72.75,0,1,0,1
79,57,80.49,0,0,1,1
677,886,47.51,0,1,1,0
517,20,92.91,1,1,0,1
316,248,34.26,1,0,1,0
514,688,79.72,1,1,0,0
763,485,81.34,1,0,1,0
25,260,98.47,1,0,0,0
309,687,81.49,0,0,1,0
224,282,94.92,1,1,0,0
823,578,87.77,0,1,1,1
446,78,84.85,1,1,1,0
11,13,85.48,0,1,0,1
234,445,88.53,0,1,1,0
551,288,30.84,1,1,0,1
565,514,97.59,1,1,0,0
380,783,8.63,0,0,0,1
718,783,78.27,0,0,1,0
105,771,55.39,1,1,1,0
984,34,37.1,0,0,0,1
355,717,97.0,1,1,1,0
744,265,88.95,1,0,0,1
852,44,67.92,0,1,1,1
642,949,45.18,1,1,1,0
673,190,77.88,1,0,0,1
990,899,40.85,1,0,1,0
119,740,12.33,1,0,1,0
316,45,57.6,1,0,0,0
741,52,84.48,1,0,1,0
345,666,72.85,0,1,1,0
978,311,7.91,1,0,0,0
342,749,68.4,1,0,1,1
161,502,29.82,1,0,1,1
941,206,18.97,1,1,1,0
664,429,12.8,0,0,1,1
386,450,92.33,0,0,1,1
369,154,65.76,1,1,0,1
934,544,84.39,0,0,1,1
237,844,53.92,0,1,0,0
783,503,28.43,0,0,0,0
432,693,67.56,0,0,0,1
931,783,31.82,1,1,1,1
657,938,98.91,1,0,1,1
837,328,70.35,0,0,1,0
857,977,42.62,0,0,0,1
986,620,47.74,1,0,1,1
209,578,38.02,0,0,1,0
158,512,75.03,1,0,0,1
923,95,58.9,1,1,1,0
354,501,30.64,0,0,0,1
208,87,40.31,1,1,1,0
175,76,16.96,0,0,1,0
436,659,70.17,0,1,1,1
627,668,5.04,1,0,1,0
448,290,71.85,1,0,0,1
223,46,89.23,1,0,0,1
45,649,75.62,1,0,1,0
21,767,31.6,1,1,1,0
349,493,66.86,1,0,0,1
264,623,4.7,0,0,0,1
865,594,53.47,1,0,0,0
467,676,83.61,0,0,0,0
624,307,17.59,1,0,1,0
652,443,62.78,1,0,0,1
573,712,12.63,0,0,0,0
436,805,24.31,1,1,0,0
905,595,62.79,0,0,1,1
422,562,27.12,1,1,0,1
573,906,65.88,0,0,1,0
783,336,98.34,0,1,1,1
89,108,23.88,0,1,1,1
670,635,7.24,1,1,0,0
203,882,48.38,0,1,1,1
355,303,7.4,0,0,1,1
76,553,76.59,0,1,0,0
348,993,8.91,0,0,0,0
919,781,70.91,1,1,1,1
185,618,11.1,0,1,1,1
656,802,79.17,0,1,1,0
788,172,58.24,0,0,1,0
201,342,10.85,1,0,1,0
671,249,52.99,1,1,0,0
987,414,53.0,1,1,1,0
810,90,75.39,0,0,0,1
633,399,74.38,0,0,1,1
546,786,9.69,0,1,0,0
268,722,47.06,1,0,1,0
590,801,57.45,0,1,1,0
247,232,55.06,1,0,1,0
318,492,81.79,1,0,1,1
631,503,67.3,0,1,0,1
950,222,39.22,1,1,0,1
777,710,94.79,0,1,1,1
881,337,26.08,1,0,0,1
570,460,98.85,0,1,1,1
536,631,80.42,0,1,1,1
284,967,60.24,0,0,1,1
996,572,89.53,1,1,0,0
706,438,77.76,0,1,0,0
354,427,83.77,1,0,1,0
150,635,57.96,1,0,0,1
201,190,80.83,1,1,0,0
57,336,40.91,0,1,1,1
934,319,40.03,1,0,1,0
860,210,19.79,1,1,1,1
800,957,55.22,1,0,1,1
668,612,29.17,0,1,0,1
923,833,89.36,1,0,0,1
201,698,82.15,1,0,1,1
401,72,76.08,0,1,1,0
640,194,81.01,1,0,1,1
816,977,78.92,0,1,1,1
223,224,83.97,0,0,0,1
613,941,76.4,1,0,1,0
394,901,95.42,0,1,1,0
11,429,39.58,1,0,1,1
539,617,82.42,0,1,1,1
647,735,87.89,1,0,0,1
857,146,13.33,0,1,0,1
704,225,84.98,1,0,1,1
80,133,29.71,1,0,1,0
696,347,4.6,0,1,0,1
576,881,8.99,0,0,1,0
685,154,46.29,0,1,1,1
771,248,14.33,0,1,0,0
501,222,79.71,0,1,0,0
450,270,70.4,0,1,0,1
232,946,78.82,1,1,0,1
711,729,64.03,0,1,0,1
311,94,57.1,0,0,0,1
683,175,64.12,0,0,0,1
45,478,45.85,0,1,1,1
191,134,89.79,1,1,0,0
55,665,61.13,0,0,0,0
339,848,53.49,1,1,1,0
755,77,19.72,0,0,0,0
927,670,62.8,0,1,0,0
489,660,9.41,0,1,1,1
757,366,58.36,1,0,1,1
797,963,20.27,0,1,1,0
87,100,73.76,1,0,1,1
320,974,39.95,1,1,1,1
403,492,69.5,0,1,1,0
149,288,9.6,0,0,1,0
168,104,38.13,1,0,1,1
593,772,83.76,0,1,1,0
174,755,32.5,0,0,0,0
509,278,40.15,1,1,1,1
433,684,93.38,1,1,0,1
227,839,74.82,0,0,1,0
426,980,2.35,0,0,1,0
492,501,37.52,0,1,1,1
418,670,11.1,0,0,1,1
241,237,96.08,0,0,1,0
483,508,81.96,1,0,0,1
816,321,74.44,0,0,1,1
996,983,81.77,0,0,0,0
611,540,55.98,0,1,0,1
818,578,28.48,0,1,0,1
658,561,48.69,0,0,1,0
756,424,11.49,1,0,0,0
700,40,66.29,1,0,0,0
654,321,98.73,1,0,0,0
930,33,3.62,1,1,0,1
352,916,56.36,1,1,0,1
672,463,18.56,0,1,0,0
129,958,45.28,1,1,0,0
701,163,12.94,0,1,1,1
213,26,9.57,1,0,0,1
832,613,93.18,0,0,0,0
200,631,54.21,1,1,1,0
596,654,85.16,1,1,0,0
422,234,66.44,0,1,1,0
123,507,96.33,0,1,1,1
535,758,4.94,0,0,0,0
834,791,20.51,0,0,0,0
556,857,24.56,1,0,0,1
689,198,54.62,0,1,1,1
551,320,31.33,1,0,0,1
192,317,6.49,0,1,0,0
218,609,56.4,0,0,1,1
254,391,90.06,1,1,0,1
915,532,34.04,1,0,0,1
204,171,45.88,0,0,1,1
909,449,33.2,0,1,1,1
77,249,80.87,0,1,1,1
715,785,12.7,0,0,0,0
697,495,65.18,0,1,0,1
174,849,25.56,0,0,1,1
803,891,70.35,0,1,1,0
280,658,68.02,1,0,1,0
835,206,11.53,0,1,0,1
323,485,6.0,0,1,1,0
823,834,6.6,1,1,1,1
90,1,43.34,0,0,0,0
868,299,3.96,1,0,1,0
872,589,7.2,1,0,0,1
235,658,67.29,0,1,0,0
616,360,43.86,1,1,1,1
823,909,33.2,1,0,1,1
447,953,60.87,0,1,0,1
936,197,75.47,1,0,1,0
252,507,72.2,1,1,0,0
728,300,54.45,0,1,1,0
643,828,79.18,1,1,0,1
87,560,50.09,1,1,1,1
228,543,54.56,1,1,0,1
592,927,94.5,1,0,1,0
991,470,25.16,0,0,1,1
132,493,91.1,0,0,1,0
721,243,40.98,1,0,0,1
842,157,21.17,0,1,0,0
223,532,33.89,0,1,0,1
169,991,78.66,0,0,1,0
432,775,38.8,0,1,0,0
736,677,65.48,1,1,1,0
552,253,11.94,0,0,0,1
912,574,67.83,0,1,0,1
947,577,59.34,0,1,1,0
477,300,45.05,1,0,0,1
739,870,57.36,1,0,1,1
992,893,1.26,0,1,0,0
18,744,36.37,1,0,0,1
483,205,62.82,0,0,0,1
755,354,28.23,1,1,1,0
961,891,35.46,0,0,1,0
781,154,52.2,0,1,0,1
768,504,40.66,1,0,1,1
463,401,13.76,1,1,0,0
791,136,80.17,1,1,0,0
737,675,20.57,1,1,0,1
900,329,25.55,1,0,0,0
141,978,57.7,0,1,0,0
726,673,83.5,0,0,0,0
376,690,85.78,0,0,1,1
798,982,23.62,0,0,0,1
185,365,1.2,0,1,1,1
309,967,91.03,0,1,1,1
170,391,57.14,1,1,0,1
97,914,80.06,0,0,1,0
412,864,41.36,1,1,0,0
703,854,60.06,0,1,0,1
247,345,54.92,1,0,0,1
922,399,50.47,0,0,1,0
400,147,26.46,0,1,1,0
260,171,33.59,1,1,0,1
431,511,76.77,1,1,0,0
155,786,42.65,0,1,0,0
362,51,34.76,1,0,0,1
935,676,91.91,1,1,0,1
792,868,44.99,0,0,0,0
76,798,31.61,0,1,1,1
633,730,78.3,1,1,0,0
49,396,99.43,1,1,0,0
954,180,36.74,0,0,1,1
593,327,44.39,1,0,1,0
412,231,3.53,1,1,0,1
170,521,84.08,1,0,0,1
528,843,48.33,0,0,1,0
729,615,6.12,0,1,1,1
268,545,2.28,0,1,1,0
908,281,19.79,1,1,0,1
25,396,48.8,0,1,1,0
640,156,17.44,1,1,0,1
819,49,80.5,1,1,1,1
60,182,85.72,0,0,1,0
259,953,73.0,1,1,0,1
770,680,72.54,1,1,0,0
324,210,52.42,1,1,1,1
934,242,49.19,0,0,0,0
83,875,45.17,0,1,0,0
648,843,32.05,0,1,1,0
148,520,56.42,0,0,1,1
45,260,59.68,0,0,1,1
656,982,78.09,1,1,0,1
908,632,23.09,0,0,1,0
973,293,30.8,1,0,1,0
447,522,72.93,0,1,1,0
133,877,96.73,1,0,1,0
371,643,14.13,0,1,1,1
615,829,18.27,1,1,0,1
770,508,40.92,1,0,0,0
993,581,35.13,0,0,1,0
382,32,3.33,0,0,0,1
631,763,30.54,0,0,1,1
277,631,27.25,1,1,1,0
765,424,93.14,1,1,0,0
764,174,90.75,1,1,0,1
172,909,69.15,1,1,0,0
144,149,9.17,1,0,1,0
447,461,64.56,1,1,0,1
257,664,37.34,1,0,1,0
763,442,17.38,0,1,1,0
933,275,81.21,0,0,0,1
804,634,18.21,1,0,0,1
399,928,27.87,0,1,0,0
543,804,17.39,1,0,0,0
638,737,21.9,0,0,1,1
289,275,70.83,1,1,0,0
431,758,81.2,1,0,1,0
21,138,18.26,1,1,1,1
144,127,82.79,0,0,1,0
568,773,11.15,1,0,0,0
760,611,25.23,0,0,1,1
155,26,92.68,0,1,1,0
898,258,98.84,0,0,0,1
854,895,15.48,1,0,0,0
151,556,76.57,0,0,1,1
561,812,43.4,1,1,0,0
150,407,30.66,1,1,1,0
306,698,19.86,0,0,0,1
990,152,88.33,1,0,0,1
19,312,18.43,0,1,1,0
601,73,96.1,1,1,1,1
258,255,75.77,0,0,0,0
915,917,41.07,1,1,1,0
806,732,84.87,1,1,1,1
755,743,5.17,1,0,0,1
983,233,18.31,1,0,1,1
162,559,47.04,0,0,0,1
794,988,84.88,0,1,0,0
178,129,71.51,0,1,0,0
865,104,97.19,1,1,1,0
995,920,49.54,0,1,0,1
739,47,31.22,1,0,1,0
826,117,87.69,0,0,0,1
684,612,25.75,1,1,0,0
407,655,87.96,0,0,1,0
453,691,25.81,1,0,1,0
675,585,84.9,1,0,1,0
637,573,49.75,0,1,1,1
754,85,46.52,0,0,1,0
619,942,29.64,0,1,1,0
473,55,52.6,0,1,0,1
460,598,44.67,1,0,1,0
129,520,99.84,1,1,0,0
718,150,15.47,1,0,0,0
447,521,70.11,0,1,0,1
984,978,41.63,1,0,1,1
873,387,72.18,0,0,1,0
520,605,57.36,0,0,0,1
337,836,69.65,0,0,0,0
177,205,63.9,0,1,0,1
442,810,68.53,0,0,1,0
870,236,74.77,0,1,1,1
251,37,55.46,0,1,1,1
400,475,41.06,0,1,1,1
141,359,78.13,0,0,1,1
623,719,95.8,0,0,1,1
533,856,3.39,1,0,1,0
906,661,5.13,1,1,1,0
740,694,24.77,1,1,1,0
134,550,69.87,1,0,0,1
700,59,79.26,0,1,1,1
278,709,93.95,1,0,0,1
809,162,8.45,0,0,1,1
634,374,35.58,0,1,1,1
160,856,74.6,0,1,0,0
655,641,14.66,1,0,1,0
7,895,36.1,0,0,1,1
187,330,42.07,0,1,0,0
585,837,4.24,0,0,0,1
781,425,19.74,0,1,0,1
94,310,32.76,0,1,1,1
45,23,52.6,0,0,0,1
621,983,76.65,0,0,1,1
252,26,88.45,0,1,0,0
944,840,71.48,0,1,1,0
936,950,45.24,1,0,0,1
358,714,65.93,0,0,0,1
888,172,91.1,1,0,1,0
755,916,96.01,0,1,0,1
692,225,74.67,0,1,0,1
78,464,1.02,1,0,0,1
531,302,30.26,1,0,0,1
830,225,30.2,0,0,0,1
472,662,46.32,0,1,1,1
341,697,91.22,1,1,0,0
938,869,91.17,0,1,1,0
598,415,94.64,0,1,0,1
371,620,27.68,0,1,0,0
603,427,58.32,0,0,0,0
625,158,43.33,0,1,0,1
260,343,43.95,1,1,1,0
952,831,54.22,0,1,1,0
959,802,28.39,1,0,0,0
665,298,38.54,0,1,0,1
292,278,69.34,0,1,0,0
636,957,51.26,1,0,1,0
258,58,61.15,1,0,1,0
300,438,62.86,0,0,1,1
734,972,94.9,0,1,0,0
723,273,46.06,1,1,0,1
191,17,49.11,0,1,1,1
887,229,33.32,1,1,1,1
158,415,39.89,1,1,0,0
32,363,6.54,0,0,0,1
673,791,34.88,1,1,1,1
982,326,80.79,0,0,0,1
